Gene	baseMean	log2FoldChange	padj	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	B_1_1	B_1_2	B_1_3	B_2_1	B_2_2	B_2_3	B_3_1	B_3_2	B_3_3	B_4_1	B_4_2	B_4_3	gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene_119203	596.93693687159	-7.26685052224453	1.5321398814249e-06	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0.0431289841751722	0	0.733183190113897	0.684178892434937	0.863561042121037	0.439608653017656	0.0517936619790654	0.615126816910773	17.6917853300601	31.895931775744	16.9672412181712	gene_119203	159749.E7BWI0	3.17e-97	282.0	COG4451@1|root,2QTPB@2759|Eukaryota	2759|Eukaryota	C	ribulose-bisphosphate carboxylase activity	rbcS	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	4.1.1.39	ko:K01602	ko00630,ko00710,ko01100,ko01120,ko01200,map00630,map00710,map01100,map01120,map01200	M00165,M00166,M00532	R00024,R03140	RC00172,RC00859	ko00000,ko00001,ko00002,ko01000	-	-	iRC1080.CRv4_Au5_s2_g9202_t1	-
gene_119204	1846.0460373887	-9.68839074842212	1.13073336733419e-13	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0.0122974700295807	0	1.82922486331879	1.70539039346833	1.4974756505794	0.0417822209249639	0.08860830155278	0.0491099210242409	17.2196794507001	22.1921383632633	20.7770952798888	gene_119204	35128.Thapsdraft2088	0.0	972.0	COG1850@1|root,2QTI9@2759|Eukaryota,2XE5R@2836|Bacillariophyta	2836|Bacillariophyta	Q	RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	4.1.1.39	ko:K01601	ko00630,ko00710,ko01100,ko01120,ko01200,map00630,map00710,map01100,map01120,map01200	M00165,M00166,M00532	R00024,R03140	RC00172,RC00859	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_11983	36.431147914024	-6.22769303921295	0.000453133241553724	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0	0.0479044985950944	0.0765059616497043	0.0530105180210783	0.112420351582468	0	1.24815794945474	1.41670595777451	2.00033690072108	gene_11983	35128.Thapsdraft1287	1.23e-50	174.0	COG0056@1|root,KOG1353@2759|Eukaryota,2XEPU@2836|Bacillariophyta	2836|Bacillariophyta	F	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	-	-	3.6.3.14	ko:K02111	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	3.A.2.1	-	-	-
gene_124081	76.6250505162028	-10.1660592744418	1.83833877606953e-11	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.83990839177561	0.335331490165661	0.267770865773965	0	0	0	1.83240209600803	4.08973606678302	3.0142062887578	gene_124081	35128.Thapsdraft1339	4.07e-86	254.0	28I81@1|root,2QQIC@2759|Eukaryota,2XFIZ@2836|Bacillariophyta	2836|Bacillariophyta	S	PsaD	psaD	-	-	ko:K02692	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_124614	72.6091915788141	-6.39869596189133	9.19176758065562e-06	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0.0299190731126808	0	0	0.104496731575279	0.0323543472186763	0.025835782860764	0.0358029153126654	0.094909851794099	0.0360702636094275	2.08058767468428	2.13030703242552	2.01726580800683	gene_124614	35128.Thaps268651	3.34e-126	360.0	COG0522@1|root,KOG3301@2759|Eukaryota,2XAEV@2836|Bacillariophyta	2836|Bacillariophyta	J	Belongs to the universal ribosomal protein uS4 family	-	-	-	ko:K02997	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_124954	57.2218521653956	-9.74118257793641	3.19089500944988e-15	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	1.73555441138072	1.04785883666052	0.986926905281186	0	0	0	2.41295141791908	2.54867609958942	1.81352759397119	gene_124954	3055.DAA00933	2.79e-74	235.0	28JG1@1|root,2QRV6@2759|Eukaryota,37HEX@33090|Viridiplantae,34GP4@3041|Chlorophyta	3041|Chlorophyta	C	One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation	-	-	-	ko:K02704	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_127798	16.5312669274222	-7.95202145752217	0.00151800515367304	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0	0	0	0	0	0	2.05547713378292	1.93099695074775	1.55533044499902	gene_127798	1287116.X734_10460	5.84e-24	99.4	COG1850@1|root,COG1850@2|Bacteria,1MWEB@1224|Proteobacteria,2TSJV@28211|Alphaproteobacteria,43HIF@69277|Phyllobacteriaceae	28211|Alphaproteobacteria	G	Belongs to the RuBisCO large chain family	cbbL	-	4.1.1.39	ko:K01601	ko00630,ko00710,ko01100,ko01120,ko01200,map00630,map00710,map01100,map01120,map01200	M00165,M00166,M00532	R00024,R03140	RC00172,RC00859	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_132057	20.87451813384	-6.65200118972844	5.62241440790991e-06	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.0806962630628503	0.10202302413059	0.162936045683215	0	0.0513050425264328	0	0.436304108585997	0.29277244873197	0.850362914825796	gene_132057	159749.K0SUU3	2.14e-103	304.0	2E8QV@1|root,2SF67@2759|Eukaryota,2XCC1@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	ko:K08901	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	-
gene_132472	316.532942222959	-10.3169377992861	3.14475021262292e-21	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0.00901202654406584	0	2.85126796155404	2.27818065482909	1.62032775493926	0.0102065027234613	0.0216451124688632	0	3.86552416203952	5.0333555912348	3.96746436444799	gene_132472	35128.Thapsdraft1545	1.33e-255	704.0	28ISP@1|root,2QR3X@2759|Eukaryota,2XE5P@2836|Bacillariophyta	2836|Bacillariophyta	P	One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation	-	-	-	ko:K02705	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_132585	136.534196846453	-11.0021233777676	1.58997351887048e-10	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.19008453077027	0.514973359897265	0.699073224574173	0	0	0	9.30674368907266	15.0571786040449	12.136290593553	gene_132585	35128.Thapsdraft2088	1.65e-32	123.0	COG1850@1|root,2QTI9@2759|Eukaryota,2XE5R@2836|Bacillariophyta	2836|Bacillariophyta	Q	RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	4.1.1.39	ko:K01601	ko00630,ko00710,ko01100,ko01120,ko01200,map00630,map00710,map01100,map01120,map01200	M00165,M00166,M00532	R00024,R03140	RC00172,RC00859	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_134068	105.973864315924	-10.6349975193477	8.71672878748253e-13	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.398942842357356	0.228877048843229	0.456910604296845	0	0	0	1.29700889100157	2.95155324629285	2.34201460573179	gene_134068	35128.Thapsdraft1378	5.82e-164	459.0	COG0356@1|root,KOG4665@2759|Eukaryota,2XF1K@2836|Bacillariophyta	2836|Bacillariophyta	P	it plays a direct role in the translocation of protons across the membrane	atpI	-	-	ko:K02108	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko03110	3.A.2.1	-	-	-
gene_134070	15.1975149517918	-7.81347937652269	4.16182118978738e-07	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.407323994507721	0.551757171318498	0.528710842114921	0	0	0	2.56934641722865	4.43341136651268	0.883710480113082	gene_134070	55529.AAC35639	7.88e-12	63.9	COG1850@1|root,2QTI9@2759|Eukaryota	2759|Eukaryota	G	ribulose-bisphosphate carboxylase activity	rbcL	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	2.1.3.15,4.1.1.39,6.4.1.2	ko:K01601,ko:K01963	ko00061,ko00620,ko00630,ko00640,ko00710,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00630,map00640,map00710,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00165,M00166,M00376,M00532	R00024,R00742,R03140,R04386	RC00040,RC00172,RC00253,RC00367,RC00859	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_134341	64.5924454161079	-8.93880344096344	1.78128964158366e-07	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.109664152367463	0.713040036780828	0.569380906892992	0.263013724027658	0	0	8.82801076688818	15.3843163658474	15.9067886420355	gene_134341	159749.E7BWI1	3.42e-11	62.0	COG1850@1|root,2QTI9@2759|Eukaryota,2XE5R@2836|Bacillariophyta	2836|Bacillariophyta	Q	RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	4.1.1.39	ko:K01601	ko00630,ko00710,ko01100,ko01120,ko01200,map00630,map00710,map01100,map01120,map01200	M00165,M00166,M00532	R00024,R03140	RC00172,RC00859	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_137021	21.6259430535141	-5.30787418055031	0.00294252307273549	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.0263193965681912	0	0.0151834908504798	0	0.055777789823609	0.0105991082298472	0.210818167567479	0.392565314163003	0.445933903810909	gene_137021	35128.Thaps28326	1.95e-210	586.0	COG0761@1|root,2QPIQ@2759|Eukaryota,2XBZK@2836|Bacillariophyta	2836|Bacillariophyta	IM	LytB protein	-	-	1.17.7.4	ko:K03527	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05884,R08210	RC01137,RC01487	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_137093	22.7842580586179	-8.40858848039328	8.43032579972052e-07	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.0322177170797067	0.122197068450198	0.013939645554819	0	0	0	0.348385954878461	1.01303310571916	0.579154890921568	gene_137093	159749.E7BWH0	1.98e-104	303.0	2CXNY@1|root,2RYSJ@2759|Eukaryota,2XEME@2836|Bacillariophyta	2836|Bacillariophyta	C	Low-potential cytochrome c that plays a role in the oxygen-evolving complex of photosystem II	-	-	-	ko:K02720	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	-
gene_137104	83.3271782732192	-10.2883484363536	8.18839910073653e-10	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.12320293661036	0.114438524421614	0.167533888242177	0	0	0	1.64945695920852	3.29921216232254	3.2730017781966	gene_137104	35128.Thapsdraft1378	4e-111	322.0	COG0356@1|root,KOG4665@2759|Eukaryota,2XF1K@2836|Bacillariophyta	2836|Bacillariophyta	P	it plays a direct role in the translocation of protons across the membrane	atpI	-	-	ko:K02108	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	-	-	ko00000,ko00001,ko00002,ko00194,ko03110	3.A.2.1	-	-	-
gene_137922	33.3663897313543	-7.97798011683096	4.57551590929878e-07	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0	0	0	0.0641764492954287	0.019870354722724	0.0158669920463213	0	0.0116577374229408	0.0110762385038596	0.473663005105389	0.498936970507858	0.806989634572718	gene_137922	35128.Thaps39143	4.49e-200	556.0	KOG0749@1|root,KOG0749@2759|Eukaryota,2XA8I@2836|Bacillariophyta	2836|Bacillariophyta	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	-	-	-	ko:K05863	ko04020,ko04022,ko04217,ko04218,ko05012,ko05016,ko05166,map04020,map04022,map04217,map04218,map05012,map05016,map05166	-	-	-	ko00000,ko00001,ko02000,ko03029	2.A.29.1	-	-	-
gene_144552	1881.43679904173	-3.54707890311653	0.00335242293071988	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0.696002027730247	2.05139142679345	0.585337854489198	23.2122455844464	20.3612543836303	20.8140353741994	13.6767136494382	40.2994531475575	18.8575800589364	89.9051643772144	156.849294442605	83.3406960475876	gene_144552	159749.E7BWK4	4.05e-49	165.0	28IP8@1|root,2QR09@2759|Eukaryota,2XF0J@2836|Bacillariophyta	2836|Bacillariophyta	C	Photosynthetic reaction centre protein	psbA	-	1.10.3.9	ko:K02703	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	-
