Gene	baseMean	log2FoldChange	padj	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	B_1_1	B_1_2	B_1_3	B_2_1	B_2_2	B_2_3	B_3_1	B_3_2	B_3_3	B_4_1	B_4_2	B_4_3	gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene_103710	24.3576418075777	-8.50328955339997	4.87079548307463e-13	d__Bacteria	NA	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Hymenobacteraceae	g__Hymenobacter	s__Hymenobacter	Hymenobacter sp. NBH84 (taxid 2596915)	0	0	0	0.292879488497998	0.41073403931383	0.4397937115679	0	0	0	0.0620990070629281	0.333361579757919	0.352416263972589	gene_103710	1358423.N180_06985	2.22e-159	455.0	COG1071@1|root,COG1071@2|Bacteria,4NF2J@976|Bacteroidetes,1IPU9@117747|Sphingobacteriia	976|Bacteroidetes	C	The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)	pdhA	-	1.2.4.1	ko:K00161	ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko04066,ko04922,ko05230,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200,map04066,map04922,map05230	M00307	R00014,R00209,R01699,R03270	RC00004,RC00027,RC00627,RC02742,RC02744,RC02882	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_105383	66.9582637793815	-9.96784918734908	4.82563266593352e-21	d__Bacteria	NA	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	NA	unclassified Flavobacterium (taxid 196869)	0	0	0	0.728799434119195	0.824419235351226	0.608531163570238	0	0	0	0.514637398966575	0.610781386567392	0.507241889930379	gene_105383	700598.Niako_1138	2.57e-291	798.0	COG0499@1|root,COG0499@2|Bacteria,4NEKE@976|Bacteroidetes,1IQTE@117747|Sphingobacteriia	976|Bacteroidetes	H	May play a key role in the regulation of the intracellular concentration of adenosylhomocysteine	ahcY	GO:0000096,GO:0003674,GO:0003824,GO:0004013,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006534,GO:0006555,GO:0006575,GO:0006725,GO:0006732,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009066,GO:0009069,GO:0009116,GO:0009119,GO:0009987,GO:0016787,GO:0016801,GO:0016802,GO:0017144,GO:0019752,GO:0033353,GO:0034641,GO:0042278,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046128,GO:0046439,GO:0046483,GO:0046498,GO:0046500,GO:0051186,GO:0055086,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564,GO:1901605,GO:1901657	3.3.1.1	ko:K01251	ko00270,ko01100,map00270,map01100	M00035	R00192,R04936	RC00056,RC00069,RC01161,RC01243	ko00000,ko00001,ko00002,ko01000,ko01009,ko04147	-	-	-	-
gene_10564	40.7677615205305	-8.76409999272402	2.12042825581241e-14	d__Bacteria	NA	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	NA	NA	NA	Bacteroidales (taxid 171549)	0.00887351392006526	0	0	0.566711644532481	0.345447968129842	0.344811418770601	0	0	0	0.553234011163104	0.610397217128558	0.439110797571718	gene_10564	416591.Tlet_1891	6.05e-128	374.0	COG0191@1|root,COG0191@2|Bacteria,2GC6U@200918|Thermotogae	200918|Thermotogae	G	Fructose-1,6-bisphosphate aldolase, class II	-	-	4.1.2.13	ko:K01624	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00001,M00003,M00165,M00167,M00344,M00345	R01068,R01070,R01829,R02568	RC00438,RC00439,RC00603,RC00604	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_105998	53.4429417542365	-9.64812910711411	2.19865908024642e-20	d__Bacteria	NA	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cyclobacteriaceae	g__Algoriphagus	s__Algoriphagus	Algoriphagus halophilus (taxid 226505)	0	0	0	0.322051687965209	0.493411671021332	0.307513738743894	0	0	0	0.106743375983534	0.17459285268967	0.1239087722846	gene_105998	1120965.AUBV01000009_gene2938	0.0	1776.0	COG0437@1|root,COG0437@2|Bacteria,4NE5M@976|Bacteroidetes,47NK7@768503|Cytophagia	976|Bacteroidetes	C	4Fe-4S dicluster domain	nrfC	-	-	ko:K00184	-	-	-	-	ko00000	5.A.3	-	-	-
gene_106627	36.0868969018633	-9.07267450973508	2.83540527842005e-13	d__Bacteria	NA	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Leadbetterellaceae	g__Arcticibacterium	s__Arcticibacterium	Arcticibacterium luteifluviistationis (taxid 1784714)	0	0	0	0.578893798254912	0.327710319934623	0.12710422264985	0	0	0	0.394485510523995	0.553803238039126	0.428465687327555	gene_106627	1237149.C900_01063	9.06e-200	557.0	COG0202@1|root,COG0202@2|Bacteria,4NE8W@976|Bacteroidetes,47JD5@768503|Cytophagia	976|Bacteroidetes	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoA	GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006354,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576	2.7.7.6	ko:K03040	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	-
gene_107975	62.9312469994238	-9.87859586056998	2.15745062852368e-15	d__Bacteria	NA	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium	Flavobacterium channae (taxid 2897181)	0	0	0	0.298584108068344	0.232421604909385	0.192872883406721	0	0	0	0.257692561019982	0.554358058447915	0.396235967484332	gene_107975	755732.Fluta_1183	7.57e-304	866.0	COG0243@1|root,COG0437@1|root,COG0243@2|Bacteria,COG0437@2|Bacteria,4NE5M@976|Bacteroidetes,1HWY0@117743|Flavobacteriia,2PA5H@246874|Cryomorphaceae	976|Bacteroidetes	C	4Fe-4S dicluster domain	nrfC	-	-	ko:K00184	-	-	-	-	ko00000	5.A.3	-	-	-
gene_108250	11.0381628905854	-7.34252887319358	9.52162935742108e-08	d__Bacteria	NA	p__Bacteroidota	c__Bacteroidia	o__Marinilabiliales	f__Prolixibacteraceae	g__Draconibacterium	s__Draconibacterium	Draconibacterium halophilum (taxid 2706887)	0	0	0	0.117983501857409	0.319638637177612	0.0680639245021507	0	0	0	0.259887913466806	0.4280535112495	0.341295081974708	gene_108250	1120917.AQXM01000056_gene756	7.61e-77	240.0	COG0538@1|root,COG0538@2|Bacteria,2GM3D@201174|Actinobacteria,1WAZX@1268|Micrococcaceae	201174|Actinobacteria	C	Isocitrate/isopropylmalate dehydrogenase	icd	GO:0000287,GO:0003674,GO:0003824,GO:0004448,GO:0004450,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0006081,GO:0006082,GO:0006091,GO:0006097,GO:0006099,GO:0006101,GO:0006102,GO:0008150,GO:0008152,GO:0008270,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016491,GO:0016614,GO:0016616,GO:0016999,GO:0017144,GO:0019752,GO:0032787,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044464,GO:0045333,GO:0046487,GO:0046872,GO:0046914,GO:0055114,GO:0071704,GO:0071944,GO:0072350	1.1.1.42	ko:K00031	ko00020,ko00480,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,ko04146,map00020,map00480,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230,map04146	M00009,M00010,M00173,M00740	R00267,R00268,R01899	RC00001,RC00084,RC00114,RC00626,RC02801	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_108728	125.614443517274	-7.01511958742015	2.97841599611641e-33	d__Bacteria	NA	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Parvicellaceae	g__Parvicella	s__Parvicella	Parvicella tangerina (taxid 2829795)	0.0756893107883712	0.039987137645855	0.0755899878313865	7.68520569769865	7.36650634025226	4.99999392410667	0.113217828223826	0.0480206137554249	0	2.45023764292004	1.89537307133471	1.52162069423445	gene_108728	929703.KE386491_gene517	1.98e-73	232.0	COG0192@1|root,COG0192@2|Bacteria,4NG7Y@976|Bacteroidetes,47JW7@768503|Cytophagia	976|Bacteroidetes	H	Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme	metK	GO:0003674,GO:0003824,GO:0004478,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0016740,GO:0016765,GO:0044424,GO:0044444,GO:0044464	2.5.1.6	ko:K00789	ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230	M00034,M00035,M00368,M00609	R00177,R04771	RC00021,RC01211	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_108883	16.7863974664402	-7.9640616849264	6.81564734605619e-12	d__Bacteria	NA	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales	f__Chitinophagaceae	g__Chitinophaga	s__Chitinophaga	Chitinophaga sp. HK235 (taxid 2952571)	0	0	0	0.470155887277529	0.575236199885242	0.472465007847376	0	0	0	0.382668615331926	0.403513800498199	0.0752094025628155	gene_108883	1122605.KB893634_gene4221	1.64e-116	335.0	COG0231@1|root,COG0231@2|Bacteria,4NDXA@976|Bacteroidetes,1IP45@117747|Sphingobacteriia	976|Bacteroidetes	J	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase	efp	GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576	-	ko:K02356	-	-	-	-	ko00000,ko03012	-	-	-	-
gene_109143	43.6649439620505	-9.35049425606136	1.98232544690881e-10	d__Bacteria	NA	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter	Pedobacter sp. FW305-3-2-15-E-R2A2 (taxid 3140251)	0	0	0	0.106755742710292	0.0578441215485227	0.0577375334602878	0	0	0	0.133611358150216	0.489527308106878	0.363961882605076	gene_109143	1237149.C900_03459	0.0	1050.0	COG1154@1|root,COG1154@2|Bacteria,4NDY5@976|Bacteroidetes,47JUB@768503|Cytophagia	976|Bacteroidetes	H	Catalyzes the acyloin condensation reaction between C atoms 2 and 3 of pyruvate and glyceraldehyde 3-phosphate to yield 1-deoxy-D-xylulose-5-phosphate (DXP)	dxs	-	2.2.1.7	ko:K01662	ko00730,ko00900,ko01100,ko01110,ko01130,map00730,map00900,map01100,map01110,map01130	M00096	R05636	RC00032	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_109197	11.1363562911501	-7.35293266299132	3.00861212183485e-08	d__Bacteria	NA	p__Bacteroidota	NA	NA	NA	NA	NA	Bacteroidota (taxid 976)	0	0	0	0.696976612824322	1.02994671979453	0.38380490760935	0	0	0	0.380643913663503	1.4559103993733	1.25683268282749	gene_109197	216432.CA2559_05830	2.31e-17	73.6	COG0257@1|root,COG0257@2|Bacteria,4NXGE@976|Bacteroidetes,1I6A2@117743|Flavobacteriia	976|Bacteroidetes	J	Belongs to the bacterial ribosomal protein bL36 family	rpmJ	-	-	ko:K02919	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_109199	28.2357538094631	-8.71668089237649	3.85839344671281e-15	d__Bacteria	NA	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cyclobacteriaceae	g__Cyclobacterium	s__Cyclobacterium	Cyclobacterium xiamenense (taxid 1297121)	0	0	0	0.838608223986484	1.22684829857878	0.834533780201003	0	0	0	0.478603744385729	0.633861919231797	1.247591266042	gene_109199	1123248.KB893318_gene4240	1.98e-78	234.0	COG0100@1|root,COG0100@2|Bacteria,4NNHA@976|Bacteroidetes,1ISSN@117747|Sphingobacteriia	976|Bacteroidetes	J	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome	rpsK	GO:0000028,GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0016070,GO:0016072,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0048027,GO:0065003,GO:0070181,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02948	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
