Gene	baseMean	log2FoldChange	padj	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	A_1_1	A_1_2	A_1_3	A_2_1	A_2_2	A_2_3	A_3_1	A_3_2	A_3_3	A_4_1	A_4_2	A_4_3	A_5_1	A_5_2	A_5_3	A_6_1	A_6_2	A_6_3	A_7_1	A_7_2	A_7_3	A_8_1	A_8_2	A_8_3	gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene_1022408	26.4331431983604	-4.20983792163903	5.39266735577695e-07	d__Bacteria	k__Bacillati	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	NA	NA	Oscillospiraceae (taxid 216572)	0.113558412351612	0.0458632214346711	0.041702429241882	0.0101301718468273	0.0120295757735853	0.0159353450131008	0.0106179922903336	0	0	0.020308014928687	0	0	1.107928974591	0.182979005998966	0.0959933216155029	0.261685520676618	0.144533879499306	0.0168784756772687	0.0942608246112882	0.285449926008398	0.0229153663512196	0.276907153164237	0.300773045322003	0.433072134923656	gene_1022408	1100721.ALKO01000033_gene224	3.05e-37	139.0	COG1261@1|root,COG1261@2|Bacteria	2|Bacteria	N	bacterial-type flagellum organization	flgA	GO:0001539,GO:0006928,GO:0008150,GO:0009987,GO:0040011,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0097588	-	ko:K02279,ko:K02386	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035,ko02044	-	-	-	-
gene_1023358	16.3050841252756	-3.5400842497603	0.0213153073128641	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	NA	g__Exiguobacterium	s__Exiguobacterium	Exiguobacterium sp. PFWT01 (taxid 2829816)	0.0133008226412299	0	0	0	0	0	0.0727540982310471	0.0549543842202164	0.0336661274180318	0	0	0	0.0366738607115371	0	0	0.117193444482864	0.0611321544710056	0.0514003126365161	0.399184625072125	0.39773915472549	0.174461399411098	0.0108111554105489	0	0	gene_1023358	1397696.KK211189_gene1498	2.02e-208	578.0	COG0226@1|root,COG0226@2|Bacteria,1TQ5X@1239|Firmicutes,4HBEB@91061|Bacilli,3WFVG@539002|Bacillales incertae sedis	91061|Bacilli	P	PBP superfamily domain	pstS	GO:0003674,GO:0005488,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0015698,GO:0042301,GO:0043167,GO:0043168,GO:0051179,GO:0051234	-	ko:K02040	ko02010,ko02020,ko05152,map02010,map02020,map05152	M00222	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.7	-	-	-
gene_1026680	41.4462302650707	-4.96243645559064	3.14912586927229e-07	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	NA	Streptococcus (taxid 1301)	0.0528959702635973	0	0.0453253759597534	0	0.00560342531412847	0	0	0	0	0	0.00590592056259085	0.00663098321179307	0.201943495489222	0.104901372414024	0.0383263539167257	0.150575163142401	0.452570040428511	0.353792817338682	0.178372493892433	0.0978412399403806	0.0827240489536633	0.165364715383164	0.190776248670833	0.127623053228096	gene_1026680	1278304.JAFR01000012_gene741	1.36e-269	751.0	COG0459@1|root,COG0459@2|Bacteria,3WT2D@544448|Tenericutes	544448|Tenericutes	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions	groEL	-	-	ko:K04077	ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	-	-	-	-
gene_1028878	11.4769556155055	-5.66744404809861	2.11905128796519e-07	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus	Paenibacillus albus (taxid 2495582)	0.00690058353330266	0.00658736494815452	0	0.00800251819874757	0	0.0125884230197536	0	0	0	0	0	0	0.0190267208393711	0.0667143132554706	0.0216662042517749	0.212803456792161	0.126863593290927	0.106667733433773	0.00930788706976671	0.00850930163294685	0	0.129005213386377	0.111217619106596	0.174547658500354	gene_1028878	1122917.KB899684_gene3202	4.33e-194	542.0	COG0492@1|root,COG0492@2|Bacteria,1TNZS@1239|Firmicutes,4HA4N@91061|Bacilli,26QN5@186822|Paenibacillaceae	91061|Bacilli	C	Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family	trxB1	-	1.8.1.9	ko:K00384	ko00450,map00450	-	R02016,R03596,R09372	RC00013,RC02518,RC02873	ko00000,ko00001,ko01000	-	-	-	-
gene_1028998	12.6778569622131	-3.36368602009542	0.00782181322971389	d__Bacteria	k__Bacillati	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Acetivibrio	s__Acetivibrio	Acetivibrio thermocellus (taxid 1515)	0.0594942201925283	0.00811339543807449	0	0	0.011704452104029	0	0	0	0	0.0395182993206883	0.0370089153400963	0.0554032728583792	0.0117172276983772	0.0547795776795241	0.0466994537588933	0.0449316951241252	0.0937517056211715	0.0328446013179282	0	0	0	0.407588907360249	0.298870513120427	0.214983409504297	gene_1028998	55529.AAC35621	2.75e-152	432.0	COG0489@1|root,KOG3022@2759|Eukaryota	2759|Eukaryota	D	Component of the cytosolic iron-sulfur (Fe S) protein assembly (CIA) machinery. Required for maturation of extramitochondrial Fe-S proteins. The NBP35-CFD1 heterotetramer forms a Fe-S scaffold complex, mediating the de novo assembly of an Fe-S cluster and its transfer to target apoproteins	-	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006996,GO:0008150,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009657,GO:0009658,GO:0009941,GO:0009987,GO:0010020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030899,GO:0031967,GO:0031975,GO:0042623,GO:0042802,GO:0042803,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043572,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046983,GO:0048285,GO:0071840	-	ko:K03609	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	-
gene_1030385	14.2357911798201	-3.26916372171554	0.0121170633605076	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	NA	Paenibacillus (taxid 44249)	0.0899358153494057	0	0.0477062809226199	0	0	0.0156253188455308	0	0.00786420284344645	0	0.00995645868099053	0.0497292299511541	0.0279172133663817	0.277497690218571	0.0138014694737323	0.0403396059707172	0	0.00787344090657698	0	0	0.0105621292642414	0.0112347710515707	0.487343328526104	0.0752990884223643	0.467977893436124	gene_1030385	3055.DAA00908	2.9e-156	447.0	COG0050@1|root,KOG0460@2759|Eukaryota,37MGS@33090|Viridiplantae,34JZ2@3041|Chlorophyta	3041|Chlorophyta	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	tufA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	-	ko:K02358	-	-	-	-	ko00000,ko03012,ko03029,ko04147	-	-	-	-
gene_1032153	17.4370937050806	-5.04221079071938	9.06193418872098e-07	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Brevibacillus	NA	Brevibacillus (taxid 55080)	0.0793256269233711	0.0189312560221738	0.0157792975509824	0	0.0273103882427343	0.0180887700148712	0	0.0182081092861778	0	0	0.014392355965593	0.0323185758340545	0.0820205938886404	0.191728521878335	0	0.2271546809053	0.127606488206594	0	0.080249080412313	0.220091936830544	0.182084262358339	0.435222053621961	0.842648807825647	1.58514433941168	gene_1032153	289376.THEYE_A0434	2.24e-36	125.0	COG0211@1|root,COG0211@2|Bacteria,3J0RB@40117|Nitrospirae	40117|Nitrospirae	J	Belongs to the bacterial ribosomal protein bL27 family	rpmA	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904	-	ko:K02899	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
gene_1032511	15.8646145689355	-4.74232656752244	6.54975115517056e-06	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	NA	NA	NA	Bacillales (taxid 1385)	0.055964902045514	0	0	0.108169631584766	0.0256902804656229	0	0	0	0	0.0216848295001234	0	0.0304013721828818	0.154309930875239	0.420827857343124	0.234288784959871	1.59437708559802	0.514442621946682	0.180227791130157	0.113232812615679	0.0230039594992377	0	0.363914485514408	0.273331436787396	0.0754992583886277	gene_1032511	2880.D7G189	1.51e-18	83.2	2CYYI@1|root,2S79K@2759|Eukaryota	2759|Eukaryota	B	Domain in histone families 1 and 5	H1	GO:0003674,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044424,GO:0044464	-	ko:K11275	-	-	-	-	ko00000,ko03036	-	-	-	-
gene_1033471	80.9927618788148	-4.70366216025921	1.52538500343645e-05	d__Bacteria	k__Bacillati	p__Bacillota	c__Bacilli	o__Bacillales	NA	NA	NA	Bacillales (taxid 1385)	0.00843404654070325	0	0	0	0.0116147628158755	0	0.0717629823760477	0.108411501267128	0.227708570633329	0.00980386927591788	0.0489670961587992	0	0.0465097620517961	0.0407698581005654	0.0794427489231748	0.267524345681573	0.635727561935645	0.733340667357191	3.15123687795324	0.707217513493805	1.63726341654231	0.233081883123213	0.284222804383522	0.221869468138228	gene_1033471	112098.XP_008606117.1	5.54e-124	360.0	COG0090@1|root,KOG2309@2759|Eukaryota	2759|Eukaryota	J	structural constituent of ribosome	RPL8	GO:0000184,GO:0000956,GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005840,GO:0005844,GO:0006139,GO:0006401,GO:0006402,GO:0006412,GO:0006413,GO:0006518,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009719,GO:0009892,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0015031,GO:0015833,GO:0015934,GO:0016070,GO:0016071,GO:0019222,GO:0019439,GO:0019538,GO:0019843,GO:0022625,GO:0022626,GO:0030684,GO:0030687,GO:0031974,GO:0031981,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0034641,GO:0034645,GO:0034655,GO:0042221,GO:0042788,GO:0042886,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045047,GO:0045184,GO:0046483,GO:0046700,GO:0046907,GO:0048519,GO:0050789,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051716,GO:0060255,GO:0065007,GO:0070013,GO:0070727,GO:0070848,GO:0070887,GO:0070972,GO:0071310,GO:0071363,GO:0071495,GO:0071702,GO:0071704,GO:0071705,GO:0072594,GO:0072599,GO:0072657,GO:0090150,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1990089,GO:1990090,GO:1990904,GO:1990932	-	ko:K02938,ko:K09228	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03000,ko03011	-	-	-	-
gene_1036277	386.11881221626	-4.65276740032108	9.95348252497877e-08	d__Bacteria	k__Bacillati	p__Bacillota	c__Clostridia	o__Eubacteriales	NA	NA	NA	Eubacteriales (taxid 186802)	1.108339878272	0.499626295298489	1.45754364581067	0.223147142080461	0.158992295189345	0.379105200941042	0	0.0424007020440365	0.0389632453684215	0.152097090829537	0.424524178062037	0.451556045569517	4.09586755915231	5.06002406691493	1.87287669445632	2.98392539414062	10.9946821062479	4.13440032184173	0.373747465416786	0.436592629936581	0.0908602288191713	16.5661678032887	5.13117651787248	18.6121510933224	gene_1036277	1487956.DR71_1408	9.75e-76	228.0	COG0080@1|root,COG0080@2|Bacteria,2IFCK@201174|Actinobacteria,22MWG@1653|Corynebacteriaceae	201174|Actinobacteria	J	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors	rplK	GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0030312,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02867	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	-
