gene	baseMean	log2FoldChange	padj	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	A_1_1	A_1_2	A_1_3	A_2_1	A_2_2	A_2_3	A_3_1	A_3_2	A_3_3	A_4_1	A_4_2	A_4_3	A_5_1	A_5_2	A_5_3	A_6_1	A_6_2	A_6_3	A_7_1	A_7_2	A_7_3	A_8_1	A_8_2	A_8_3	gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene_1080472	66.5517025016112	-5.87600297832607	1.52654170619817e-14	d__Eukaryota	NA	p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Phaeodactylaceae	g__Phaeodactylum	s__Phaeodactylum	Phaeodactylum tricornutum CCAP 1055/1 (taxid 556484)	0.0345612559330992	0	0	0.00616619155893834	0.00732235047087803	0.00484988761268286	0.00646312574194219	0.00976376874766057	0.0269166381047549	0.00618070019568736	0.0154352803109258	0.00866512540478273	0.150272030107569	0.346986944486334	0.045909849468284	0.491915237077531	0.723367628798459	0.0667800559404978	0.107580288958535	0.167195444766198	0.0906651451287383	0.877335707126824	0.592086068866997	0.688611593418981	gene_1080472	1121904.ARBP01000003_gene6340	7.84e-182	519.0	COG4992@1|root,COG4992@2|Bacteria,4NE93@976|Bacteroidetes,47K80@768503|Cytophagia	976|Bacteroidetes	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	rocD	-	2.6.1.13	ko:K00819	ko00330,ko01100,ko01110,ko01130,map00330,map01100,map01110,map01130	-	R00667	RC00006,RC00062	ko00000,ko00001,ko01000,ko01007	-	-	-	-
gene_110804	121.017215922963	-1.78988345254961	0.0421498308383292	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0.206533973423706	0.277021384143947	0.540843856676189	0.093986820032559	0.115209618810204	0.228923911257088	0.0127113256872402	0.0192028515987244	0.00441151550885532	0.224883528735247	0.702011947157844	0.562389279240578	0.432507644733448	0.825662256924989	1.12045411500851	0.654195519903039	0.466216171876621	0.626387895443339	0.0423166172245451	0.0322383280393117	0	1.01149786333993	0.275798561394978	1.24322709923791	gene_110804	3055.DAA00966	0.0	865.0	28ISP@1|root,2QR3X@2759|Eukaryota,37T53@33090|Viridiplantae,34JRE@3041|Chlorophyta	3041|Chlorophyta	C	One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation	psbC	-	-	ko:K02705	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_1131898	671.886250873466	2.54533800166204	0.00761295077706702	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	44.4843242231217	15.0598141656393	151.845495274566	17.6923451304838	19.220254692246	83.5490139036877	0.557444595242514	1.97899387804145	2.37315025956923	1.91910741076092	11.582248463311	14.872604616634	36.7754141973616	0.246317892690916	1.17591818978991	0.619578953366699	2.24830479221143	4.90319718424655	0.721684438430175	0.546663537544384	0.220560401130488	1.14312952972929	0.671939782102348	4.0523178339285	gene_1131898	159749.E7BWK4	3.96e-43	149.0	28IP8@1|root,2QR09@2759|Eukaryota,2XF0J@2836|Bacillariophyta	2836|Bacillariophyta	C	Photosynthetic reaction centre protein	psbA	-	1.10.3.9	ko:K02703	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194,ko01000	-	-	-	-
gene_1160537	15.9554474818723	-3.10169514191791	0.00449775841368833	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0.190778132750708	0.0700456472820431	0.128443482064997	0.0340373774053396	0	0.0267713796220094	0	0	0	0.0597055638903399	0.0426013736581553	0	0.23266508466411	0.260111694681607	0.218864773283347	0.0775820602476562	0.0539593150130743	0.255202552240302	0	0.0180964481394003	0	0.369777552225473	0.720319446413717	0.579079311840774	gene_1160537	55529.AAC35645	9.45e-82	244.0	2CXNY@1|root,2RYSJ@2759|Eukaryota	2759|Eukaryota	A	photosynthesis	psbV	-	-	ko:K02720	ko00195,ko01100,map00195,map01100	-	-	-	ko00000,ko00001,ko00194	-	-	-	-
gene_1197804	1753.17614255109	-2.59094367024597	0.0017216165833764	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	1.89418207160835	1.43800432709368	4.3876731051642	1.27380205666622	1.20393758353153	2.84207365131821	0.179835486530375	0.21816355790343	0.0453909905310327	1.29503921676603	4.26556014759483	4.42757906731876	2.49085351420268	9.51399098025393	5.37719005644153	11.9454251623683	10.0926447912693	12.2360354731645	0.347718775106305	0.38699125349023	0.202877999040227	14.1827826679739	2.95927206683934	17.3324616210528	gene_1197804	35128.Thapsdraft2088	0.0	885.0	COG1850@1|root,2QTI9@2759|Eukaryota,2XE5R@2836|Bacillariophyta	2836|Bacillariophyta	Q	RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	4.1.1.39	ko:K01601	ko00630,ko00710,ko01100,ko01120,ko01200,map00630,map00710,map01100,map01120,map01200	M00165,M00166,M00532	R00024,R03140	RC00172,RC00859	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_1232778	129.727608071989	2.77877978568399	0.014508368780543	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	10.1291065465468	5.2381962315267	17.8703975046952	1.59087742220609	2.17473808985077	4.74319008520384	0	0.263621756186835	0.403749571571324	4.06072002856659	14.9799395417535	14.6873875611067	7.38898567553317	0	0.0500834721472189	0.0843283263561481	0.0586514293620372	0.616431285604595	0	0.0393401046508702	0.0627681773968189	0.0777933139324278	0.257090003586985	1.00063872168696	gene_1232778	35128.Thapsdraft573	2.32e-34	125.0	2CMAK@1|root,2QPT8@2759|Eukaryota,2XE9B@2836|Bacillariophyta	2836|Bacillariophyta	C	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions	petA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	-	ko:K02634	ko00195,ko01100,map00195,map01100	M00162	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_1242922	73.8080440042409	-3.27875040094028	0.00541077572570048	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	0.231321595121458	0.0284931446571023	0.338425815610391	0.0173071410535625	0	0.00680628295474815	0	0	0.0251830241251266	0.0346957272001975	0.200370867629459	0.20064905640702	0.25203955376289	0.480946122677856	0.392433714807785	0.0197242526053363	0.0068592349592891	0.1153457863233	0.0100651388991715	0.00920158379969507	0.00978758020424972	0.861264282384099	1.42132347129446	2.52167523018016	gene_1242922	3055.DAA00933	3.96e-209	587.0	28JG1@1|root,2QRV6@2759|Eukaryota,37HEX@33090|Viridiplantae,34GP4@3041|Chlorophyta	3041|Chlorophyta	C	One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation	-	-	-	ko:K02704	ko00195,ko01100,map00195,map01100	M00161	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
gene_1245320	263.37952614593	2.60386687325654	0.0284679471565036	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	16.7086985741771	6.27057576466375	36.8001755916395	0.923354387059746	1.22548103838142	3.41762293046929	0.298885187236412	0.645031956627363	0.592738732732369	4.60041350948363	19.9354034445543	19.7877356836729	15.6419380462203	0	0.183816998838197	0	0.2152632247862	0	0.221111827944564	0.0288773108607452	0.0921490263910745	0.494897890761615	0.137247274642182	0.521266156321483	gene_1245320	35128.Thapsdraft2088	1.66e-55	185.0	COG1850@1|root,2QTI9@2759|Eukaryota,2XE5R@2836|Bacillariophyta	2836|Bacillariophyta	Q	RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	4.1.1.39	ko:K01601	ko00630,ko00710,ko01100,ko01120,ko01200,map00630,map00710,map01100,map01120,map01200	M00165,M00166,M00532	R00024,R03140	RC00172,RC00859	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_1246868	360.233512110808	2.92523391123515	6.24129984117201e-05	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	2.44360879912172	1.09392276310845	5.02745952527133	2.89160127494436	2.68526863657033	8.10164744425315	0.283539720049278	0.771428136331367	0.347756318229951	1.53212690406428	1.692878660027	3.45080595981209	1.84833239561397	0.0474390015552875	0.106659246239448	0.0159633868822338	0.195685787470254	0.323816681512043	0.0763687236434048	0.061438558497964	0.0712922508704609	0.0773131082908696	0.155956393870669	0.210807600068658	gene_1246868	35128.Thapsdraft2088	0.0	964.0	COG1850@1|root,2QTI9@2759|Eukaryota,2XE5R@2836|Bacillariophyta	2836|Bacillariophyta	Q	RuBisCO catalyzes two reactions the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate in the photorespiration process. Both reactions occur simultaneously and in competition at the same active site	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	4.1.1.39	ko:K01601	ko00630,ko00710,ko01100,ko01120,ko01200,map00630,map00710,map01100,map01120,map01200	M00165,M00166,M00532	R00024,R03140	RC00172,RC00859	ko00000,ko00001,ko00002,ko01000	-	-	-	-
gene_1266643	91.5150177137427	2.41678022279287	0.026548877039396	d__Eukaryota	NA	p__Bacillariophyta	c__Coscinodiscophyceae	o__Thalassiosirales	f__Thalassiosiraceae	g__Thalassiosira	s__Thalassiosira	Thalassiosira pseudonana CCMP1335 (taxid 296543)	1.7260878677445	1.24747962302305	1.54577004389909	1.96930540702322	1.80924819634723	2.39030175196513	0.140157498232403	0.298352876446371	0.200464866646841	0.0406160298573741	0.294152341925358	0.233463235906003	1.30542935701809	0	0.010970665327486	0	0.199135567310155	0.121525024876334	0.113112989533546	0.0344694250274292	0.00916614654048783	0	0	0.0141411309362826	gene_1266643	35128.Thapsdraft573	2.09e-186	522.0	2CMAK@1|root,2QPT8@2759|Eukaryota,2XE9B@2836|Bacillariophyta	2836|Bacillariophyta	C	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions	petA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	-	ko:K02634	ko00195,ko01100,map00195,map01100	M00162	-	-	ko00000,ko00001,ko00002,ko00194	-	-	-	-
